SERIES,DESCRIPTION
XUDLUSG,Effective exchange rate index - US $ (1990 average = 100)

DATE,XUDLUSG
03 Jan 1979,105.4814
04 Jan 1979,105.3722
05 Jan 1979,105.2368
08 Jan 1979,104.9766
09 Jan 1979,105.031
10 Jan 1979,105.4902
11 Jan 1979,105.6914
12 Jan 1979,105.8774
15 Jan 1979,105.8848
16 Jan 1979,105.6993
17 Jan 1979,105.4271
18 Jan 1979,105.2666
19 Jan 1979,105.6448
22 Jan 1979,105.5806
23 Jan 1979,105.6904
24 Jan 1979,105.5994
25 Jan 1979,106.1978
26 Jan 1979,106.1941
29 Jan 1979,106.4154
30 Jan 1979,106.4325
31 Jan 1979,106.9417
01 Feb 1979,107.5163
02 Feb 1979,107.2684
05 Feb 1979,106.5597
06 Feb 1979,106.3339
07 Feb 1979,105.2966
08 Feb 1979,105.8353
09 Feb 1979,105.8739
12 Feb 1979,106.086
13 Feb 1979,106.2869
14 Feb 1979,106.2841
15 Feb 1979,106.2775
16 Feb 1979,106.2999
19 Feb 1979,106.4239
20 Feb 1979,106.448
21 Feb 1979,106.582
22 Feb 1979,106.4632
23 Feb 1979,106.4842
26 Feb 1979,106.4339
27 Feb 1979,106.5024
28 Feb 1979,106.4907
01 Mar 1979,106.6549
02 Mar 1979,106.8641
05 Mar 1979,106.791
06 Mar 1979,106.7293
07 Mar 1979,106.3922
08 Mar 1979,106.3259
09 Mar 1979,106.5839
12 Mar 1979,106.6916
13 Mar 1979,107.0577
14 Mar 1979,106.8533
15 Mar 1979,106.8355
16 Mar 1979,107.0116
19 Mar 1979,106.8389
20 Mar 1979,106.791
21 Mar 1979,106.8751
22 Mar 1979,106.5688
23 Mar 1979,106.6046
26 Mar 1979,106.5166
27 Mar 1979,106.6628
28 Mar 1979,106.7557
29 Mar 1979,106.8002
30 Mar 1979,106.94
02 Apr 1979,107.327
03 Apr 1979,107.6676
04 Apr 1979,107.7727
05 Apr 1979,107.7742
06 Apr 1979,107.819
09 Apr 1979,107.8315
10 Apr 1979,107.3771
11 Apr 1979,107.3556
12 Apr 1979,107.9743
17 Apr 1979,108.2062
18 Apr 1979,107.7595
19 Apr 1979,107.7089
20 Apr 1979,108.539
23 Apr 1979,108.2309
24 Apr 1979,108.1673
25 Apr 1979,108.2587
26 Apr 1979,108.3639
27 Apr 1979,108.4628
30 Apr 1979,108.7835
01 May 1979,109.2056
02 May 1979,109.2718
03 May 1979,109.3308
04 May 1979,108.9402
08 May 1979,108.1118
09 May 1979,107.9459
10 May 1979,108.2452
11 May 1979,108.3533
14 May 1979,108.2351
15 May 1979,108.336
16 May 1979,108.2469
17 May 1979,108.6158
18 May 1979,109.1483
21 May 1979,109.3557
22 May 1979,109.452
23 May 1979,109.2445
24 May 1979,109.0644
25 May 1979,109.43
29 May 1979,109.8264
30 May 1979,109.4216
31 May 1979,109.2429
01 Jun 1979,109.6778
04 Jun 1979,109.7874
05 Jun 1979,109.7272
06 Jun 1979,109.7373
07 Jun 1979,109.7182
08 Jun 1979,109.3624
11 Jun 1979,109.5141
12 Jun 1979,109.5395
13 Jun 1979,109.3552
14 Jun 1979,109.4133
15 Jun 1979,108.9608
18 Jun 1979,108.9799
19 Jun 1979,108.5953
20 Jun 1979,108.3008
21 Jun 1979,108.1901
22 Jun 1979,107.5592
25 Jun 1979,106.817
26 Jun 1979,107.3208
27 Jun 1979,107.2382
28 Jun 1979,107.2578
29 Jun 1979,107.4366
02 Jul 1979,107.4221
03 Jul 1979,107.4256
04 Jul 1979,106.7795
05 Jul 1979,106.6426
06 Jul 1979,106.8025
09 Jul 1979,106.9467
10 Jul 1979,106.8641
11 Jul 1979,106.5969
12 Jul 1979,106.6354
13 Jul 1979,106.8151
16 Jul 1979,106.4632
17 Jul 1979,105.9666
18 Jul 1979,105.5169
19 Jul 1979,105.7566
20 Jul 1979,106.3758
23 Jul 1979,105.8254
24 Jul 1979,105.6113
25 Jul 1979,105.8335
26 Jul 1979,105.9256
27 Jul 1979,106.0373
30 Jul 1979,106.4433
31 Jul 1979,106.7614
01 Aug 1979,106.5417
02 Aug 1979,106.7151
03 Aug 1979,106.7962
06 Aug 1979,106.8149
07 Aug 1979,106.8904
08 Aug 1979,106.8449
09 Aug 1979,106.6027
10 Aug 1979,106.5248
13 Aug 1979,106.7278
14 Aug 1979,106.8429
15 Aug 1979,106.9432
16 Aug 1979,106.8531
17 Aug 1979,106.999
20 Aug 1979,106.9638
21 Aug 1979,106.957
22 Aug 1979,107.2229
23 Aug 1979,107.0527
24 Aug 1979,107.0532
28 Aug 1979,107.2678
29 Aug 1979,107.5162
30 Aug 1979,107.0897
31 Aug 1979,107.134
03 Sep 1979,107.2322
04 Sep 1979,107.2584
05 Sep 1979,107.2976
06 Sep 1979,107.0279
07 Sep 1979,106.9701
10 Sep 1979,106.7342
11 Sep 1979,106.9392
12 Sep 1979,107.1115
13 Sep 1979,107.4588
14 Sep 1979,107.6111
17 Sep 1979,107.7067
18 Sep 1979,107.6796
19 Sep 1979,107.7238
20 Sep 1979,106.4766
21 Sep 1979,106.8814
24 Sep 1979,107.0148
25 Sep 1979,107.0061
26 Sep 1979,106.9016
27 Sep 1979,106.3651
28 Sep 1979,106.3765
01 Oct 1979,106.566
02 Oct 1979,106.8001
03 Oct 1979,106.7801
04 Oct 1979,106.769
05 Oct 1979,106.9667
08 Oct 1979,108.0497
09 Oct 1979,108.2894
10 Oct 1979,107.9218
11 Oct 1979,107.9141
12 Oct 1979,108.3606
15 Oct 1979,108.6734
16 Oct 1979,109.0649
17 Oct 1979,109.6166
18 Oct 1979,109.3392
19 Oct 1979,109.1214
22 Oct 1979,109.6485
23 Oct 1979,110.3946
24 Oct 1979,109.9782
25 Oct 1979,109.763
26 Oct 1979,110.0897
29 Oct 1979,110.5255
30 Oct 1979,110.8863
31 Oct 1979,110.7366
01 Nov 1979,110.6471
02 Nov 1979,110.3321
05 Nov 1979,110.4874
06 Nov 1979,110.8053
07 Nov 1979,110.7612
08 Nov 1979,111.0072
09 Nov 1979,111.3956
12 Nov 1979,112.0067
13 Nov 1979,111.9201
14 Nov 1979,110.9993
15 Nov 1979,111.3221
16 Nov 1979,110.9727
19 Nov 1979,110.5195
20 Nov 1979,110.687
21 Nov 1979,110.7089
22 Nov 1979,110.9398
23 Nov 1979,111.0223
26 Nov 1979,111.0102
27 Nov 1979,110.8114
28 Nov 1979,110.7515
29 Nov 1979,110.3855
30 Nov 1979,110.2194
03 Dec 1979,109.5351
04 Dec 1979,109.7589
05 Dec 1979,110.0773
06 Dec 1979,109.4651
07 Dec 1979,109.205
10 Dec 1979,108.3076
11 Dec 1979,107.963
12 Dec 1979,108.5374
13 Dec 1979,108.8357
14 Dec 1979,109.5138
17 Dec 1979,108.8407
18 Dec 1979,108.9533
19 Dec 1979,108.8448
20 Dec 1979,108.5315
21 Dec 1979,108.893
24 Dec 1979,108.6648
27 Dec 1979,108.5521
28 Dec 1979,108.6297
31 Dec 1979,108.5363
02 Jan 1980,108.0177
03 Jan 1980,107.9117
04 Jan 1980,107.7097
07 Jan 1980,107.0046
08 Jan 1980,107.5546
09 Jan 1980,107.3809
10 Jan 1980,107.4207
11 Jan 1980,107.6638
14 Jan 1980,107.6362
15 Jan 1980,108.2505
16 Jan 1980,107.8899
17 Jan 1980,108.0798
18 Jan 1980,108.0392
21 Jan 1980,108.3044
22 Jan 1980,108.2174
23 Jan 1980,107.5287
24 Jan 1980,107.9857
25 Jan 1980,108.258
28 Jan 1980,108.4789
29 Jan 1980,108.4454
30 Jan 1980,108.341
31 Jan 1980,108.3888
01 Feb 1980,108.4701
04 Feb 1980,108.3531
05 Feb 1980,108.3753
06 Feb 1980,108.1515
07 Feb 1980,108.1843
08 Feb 1980,108.5185
11 Feb 1980,108.4022
12 Feb 1980,108.5235
13 Feb 1980,108.4963
14 Feb 1980,108.5845
15 Feb 1980,108.8263
18 Feb 1980,109.0411
19 Feb 1980,109.3548
20 Feb 1980,109.2672
21 Feb 1980,109.1239
22 Feb 1980,109.6677
25 Feb 1980,109.8389
26 Feb 1980,109.7022
27 Feb 1980,109.6636
28 Feb 1980,109.6336
29 Feb 1980,110.3708
03 Mar 1980,110.1753
04 Mar 1980,110.2202
05 Mar 1980,110.2201
06 Mar 1980,110.9058
07 Mar 1980,110.991
10 Mar 1980,111.1582
11 Mar 1980,111.1385
12 Mar 1980,111.1347
13 Mar 1980,111.7088
14 Mar 1980,112.3349
17 Mar 1980,113.5121
18 Mar 1980,113.176
19 Mar 1980,113.049
20 Mar 1980,112.8768
21 Mar 1980,113.3597
24 Mar 1980,113.7088
25 Mar 1980,113.8311
26 Mar 1980,113.6079
27 Mar 1980,114.5232
28 Mar 1980,114.4682
31 Mar 1980,115.1071
01 Apr 1980,116.4112
02 Apr 1980,116.147
03 Apr 1980,116.4895
08 Apr 1980,116.4452
09 Apr 1980,114.0912
10 Apr 1980,113.8975
11 Apr 1980,113.8717
14 Apr 1980,113.2725
15 Apr 1980,114.1983
16 Apr 1980,113.0387
17 Apr 1980,112.7553
18 Apr 1980,112.4743
21 Apr 1980,112.8036
22 Apr 1980,113.0171
23 Apr 1980,111.437
24 Apr 1980,111.1648
25 Apr 1980,111.2044
28 Apr 1980,110.2946
29 Apr 1980,110.2032
30 Apr 1980,110.3465
01 May 1980,110.4871
02 May 1980,110.8674
06 May 1980,108.9577
07 May 1980,108.8928
08 May 1980,109.1093
09 May 1980,109.2982
12 May 1980,108.1954
13 May 1980,108.1212
14 May 1980,107.9312
15 May 1980,108.0912
16 May 1980,108.4197
19 May 1980,108.4247
20 May 1980,108.1122
21 May 1980,106.9906
22 May 1980,106.9792
23 May 1980,106.3337
27 May 1980,105.5465
28 May 1980,106.4581
29 May 1980,106.4777
30 May 1980,106.4018
02 Jun 1980,106.5406
03 Jun 1980,106.6873
04 Jun 1980,106.2035
05 Jun 1980,105.9425
06 Jun 1980,105.8515
09 Jun 1980,104.9741
10 Jun 1980,104.9436
11 Jun 1980,105.2261
12 Jun 1980,105.0846
13 Jun 1980,104.6798
16 Jun 1980,104.8374
17 Jun 1980,105.1629
18 Jun 1980,105.0285
19 Jun 1980,105.1493
20 Jun 1980,105.1375
23 Jun 1980,105.0227
24 Jun 1980,105.1771
25 Jun 1980,105.4563
26 Jun 1980,105.2479
27 Jun 1980,105.2046
30 Jun 1980,105.4696
01 Jul 1980,105.403
02 Jul 1980,105.0845
03 Jul 1980,105.1937
04 Jul 1980,104.9785
07 Jul 1980,104.5422
08 Jul 1980,104.5582
09 Jul 1980,104.5433
10 Jul 1980,104.5065
11 Jul 1980,104.6248
14 Jul 1980,104.7817
15 Jul 1980,105.0931
16 Jul 1980,104.9383
17 Jul 1980,104.696
18 Jul 1980,105.102
21 Jul 1980,105.0962
22 Jul 1980,105.0799
23 Jul 1980,105.5468
24 Jul 1980,105.2032
25 Jul 1980,105.7995
28 Jul 1980,106.2835
29 Jul 1980,106.5089
30 Jul 1980,106.8123
31 Jul 1980,107.2716
01 Aug 1980,107.3125
04 Aug 1980,107.0111
05 Aug 1980,106.7842
06 Aug 1980,106.4392
07 Aug 1980,106.7478
08 Aug 1980,106.8525
11 Aug 1980,106.8529
12 Aug 1980,106.4004
13 Aug 1980,106.4095
14 Aug 1980,106.6299
15 Aug 1980,106.7766
18 Aug 1980,107.3946
19 Aug 1980,107.117
20 Aug 1980,106.9221
21 Aug 1980,106.9524
22 Aug 1980,107.0037
26 Aug 1980,106.238
27 Aug 1980,106.1798
28 Aug 1980,105.707
29 Aug 1980,106.0412
01 Sep 1980,105.5781
02 Sep 1980,105.0962
03 Sep 1980,105.2598
04 Sep 1980,105.2236
05 Sep 1980,105.4654
08 Sep 1980,105.3408
09 Sep 1980,105.3913
10 Sep 1980,105.3915
11 Sep 1980,104.947
12 Sep 1980,104.7402
15 Sep 1980,105.0009
16 Sep 1980,104.87
17 Sep 1980,104.8849
18 Sep 1980,105.2797
19 Sep 1980,105.0593
22 Sep 1980,105.6842
23 Sep 1980,106.0975
24 Sep 1980,105.628
25 Sep 1980,105.4503
26 Sep 1980,105.407
29 Sep 1980,105.5718
30 Sep 1980,105.3946
01 Oct 1980,104.9364
02 Oct 1980,104.9628
03 Oct 1980,104.7913
06 Oct 1980,104.6049
07 Oct 1980,104.8511
08 Oct 1980,104.7676
09 Oct 1980,104.7994
10 Oct 1980,104.6747
13 Oct 1980,104.4772
14 Oct 1980,104.497
15 Oct 1980,104.8349
16 Oct 1980,105.016
17 Oct 1980,105.2553
20 Oct 1980,105.5432
21 Oct 1980,105.4476
22 Oct 1980,105.7954
23 Oct 1980,105.8635
24 Oct 1980,106.2215
27 Oct 1980,106.7315
28 Oct 1980,106.9925
29 Oct 1980,106.3035
30 Oct 1980,106.6833
31 Oct 1980,106.9074
03 Nov 1980,107.1645
04 Nov 1980,106.8922
05 Nov 1980,107.6955
06 Nov 1980,107.998
07 Nov 1980,108.5573
10 Nov 1980,107.5097
11 Nov 1980,106.9364
12 Nov 1980,107.3032
13 Nov 1980,107.1786
14 Nov 1980,107.754
17 Nov 1980,108.2659
18 Nov 1980,107.9564
19 Nov 1980,107.7741
20 Nov 1980,107.8966
21 Nov 1980,108.2857
24 Nov 1980,108.2676
25 Nov 1980,108.2591
26 Nov 1980,108.7103
27 Nov 1980,108.7443
28 Nov 1980,108.9734
01 Dec 1980,109.4453
02 Dec 1980,109.3256
03 Dec 1980,109.0489
04 Dec 1980,108.5083
05 Dec 1980,108.9479
08 Dec 1980,108.4798
09 Dec 1980,108.9854
10 Dec 1980,109.3003
11 Dec 1980,110.1556
12 Dec 1980,109.7802
15 Dec 1980,109.0792
16 Dec 1980,110.1519
17 Dec 1980,109.8183
18 Dec 1980,109.6109
19 Dec 1980,108.9595
22 Dec 1980,108.4366
23 Dec 1980,107.8633
24 Dec 1980,107.9608
29 Dec 1980,107.9608
30 Dec 1980,107.0258
31 Dec 1980,107.4726
02 Jan 1981,107.7533
05 Jan 1981,106.2464
06 Jan 1981,106.1835
07 Jan 1981,106.4042
08 Jan 1981,107.0344
09 Jan 1981,107.2796
12 Jan 1981,107.6627
13 Jan 1981,108.1842
14 Jan 1981,107.9137
15 Jan 1981,107.8068
16 Jan 1981,108.3831
19 Jan 1981,107.9075
20 Jan 1981,107.8378
21 Jan 1981,107.1335
22 Jan 1981,107.8948
23 Jan 1981,108.3443
26 Jan 1981,108.9285
27 Jan 1981,109.024
28 Jan 1981,109.5383
29 Jan 1981,110.0439
30 Jan 1981,110.7472
02 Feb 1981,110.4746
03 Feb 1981,111.3159
04 Feb 1981,110.4424
05 Feb 1981,110.6277
06 Feb 1981,111.0906
09 Feb 1981,110.9785
10 Feb 1981,111.2085
11 Feb 1981,111.1641
12 Feb 1981,112.0863
13 Feb 1981,112.9146
16 Feb 1981,114.032
17 Feb 1981,113.1308
18 Feb 1981,112.2411
19 Feb 1981,112.1098
20 Feb 1981,110.6784
23 Feb 1981,111.8629
24 Feb 1981,112.0778
25 Feb 1981,111.8704
26 Feb 1981,112.139
27 Feb 1981,113.2086
02 Mar 1981,113.8607
03 Mar 1981,113.5015
04 Mar 1981,112.9257
05 Mar 1981,112.9767
06 Mar 1981,113.0395
09 Mar 1981,112.2202
10 Mar 1981,111.8242
11 Mar 1981,112.3171
12 Mar 1981,112.2003
13 Mar 1981,112.024
16 Mar 1981,111.4761
17 Mar 1981,111.2504
18 Mar 1981,110.7604
19 Mar 1981,110.6854
20 Mar 1981,110.8841
23 Mar 1981,111.5386
24 Mar 1981,111.4261
25 Mar 1981,111.6693
26 Mar 1981,112.007
27 Mar 1981,112.9551
30 Mar 1981,112.7915
31 Mar 1981,112.1562
01 Apr 1981,112.334
02 Apr 1981,112.6705
03 Apr 1981,113.4092
06 Apr 1981,113.9445
07 Apr 1981,113.6967
08 Apr 1981,113.0222
09 Apr 1981,113.825
10 Apr 1981,113.9959
13 Apr 1981,115.0887
14 Apr 1981,114.5933
15 Apr 1981,114.9886
16 Apr 1981,115.5651
21 Apr 1981,115.5491
22 Apr 1981,115.0986
23 Apr 1981,114.5095
24 Apr 1981,114.8705
27 Apr 1981,114.3991
28 Apr 1981,114.9044
29 Apr 1981,115.4698
30 Apr 1981,115.6422
01 May 1981,115.7291
05 May 1981,117.5375
06 May 1981,116.9034
07 May 1981,117.2887
08 May 1981,116.9116
11 May 1981,117.7544
12 May 1981,118.2033
13 May 1981,118.2464
14 May 1981,119.1064
15 May 1981,118.9898
18 May 1981,118.5647
19 May 1981,118.4957
20 May 1981,118.5792
21 May 1981,119.2023
22 May 1981,119.14
26 May 1981,119.6248
27 May 1981,120.1049
28 May 1981,119.5725
29 May 1981,119.6266
01 Jun 1981,119.3433
02 Jun 1981,120.3915
03 Jun 1981,120.4122
04 Jun 1981,121.9469
05 Jun 1981,122.9935
08 Jun 1981,122.3915
09 Jun 1981,122.3218
10 Jun 1981,121.224
11 Jun 1981,121.8107
12 Jun 1981,121.5401
15 Jun 1981,120.0659
16 Jun 1981,119.8691
17 Jun 1981,119.7007
18 Jun 1981,120.6483
19 Jun 1981,121.273
22 Jun 1981,120.5765
23 Jun 1981,120.0194
24 Jun 1981,120.345
25 Jun 1981,121.5575
26 Jun 1981,121.4566
29 Jun 1981,121.5171
30 Jun 1981,121.7432
01 Jul 1981,122.7145
02 Jul 1981,122.2476
03 Jul 1981,122.6883
06 Jul 1981,123.5168
07 Jul 1981,123.2545
08 Jul 1981,123.6889
09 Jul 1981,123.8536
10 Jul 1981,123.2846
13 Jul 1981,122.9547
14 Jul 1981,124.0252
15 Jul 1981,123.4563
16 Jul 1981,123.2242
17 Jul 1981,123.8312
20 Jul 1981,124.2674
21 Jul 1981,125.171
22 Jul 1981,124.8852
23 Jul 1981,124.8473
24 Jul 1981,124.844
27 Jul 1981,124.8233
28 Jul 1981,125.5785
30 Jul 1981,126.2328
31 Jul 1981,126.5449
03 Aug 1981,128.7957
04 Aug 1981,128.8061
05 Aug 1981,128.2346
06 Aug 1981,128.1824
07 Aug 1981,127.4471
10 Aug 1981,128.8238
11 Aug 1981,128.3997
12 Aug 1981,125.1567
13 Aug 1981,126.403
14 Aug 1981,126.035
17 Aug 1981,125.9274
18 Aug 1981,125.2808
19 Aug 1981,125.178
20 Aug 1981,124.3809
21 Aug 1981,123.8147
24 Aug 1981,123.8118
25 Aug 1981,125.2445
26 Aug 1981,124.9438
27 Aug 1981,124.9026
28 Aug 1981,124.1049
01 Sep 1981,124.4531
02 Sep 1981,123.7045
03 Sep 1981,123.4091
04 Sep 1981,123.3728
07 Sep 1981,123.8654
08 Sep 1981,124.2962
09 Sep 1981,124.5942
10 Sep 1981,123.7317
11 Sep 1981,123.9584
14 Sep 1981,123.4652
15 Sep 1981,121.8475
16 Sep 1981,121.6203
17 Sep 1981,120.4892
18 Sep 1981,120.7352
21 Sep 1981,119.6449
22 Sep 1981,120.4281
23 Sep 1981,120.9886
24 Sep 1981,122.5584
25 Sep 1981,122.2984
28 Sep 1981,123.3324
29 Sep 1981,122.6536
30 Sep 1981,122.8604
01 Oct 1981,122.8713
02 Oct 1981,122.0049
05 Oct 1981,120.8973
06 Oct 1981,121.6148
07 Oct 1981,120.6977
08 Oct 1981,120.4916
09 Oct 1981,119.5972
12 Oct 1981,119.5516
13 Oct 1981,120.3828
14 Oct 1981,120.7468
15 Oct 1981,120.8206
16 Oct 1981,121.8859
19 Oct 1981,121.6858
20 Oct 1981,121.8281
21 Oct 1981,122.7842
22 Oct 1981,123.2235
23 Oct 1981,122.7377
26 Oct 1981,124.0934
27 Oct 1981,123.7097
28 Oct 1981,123.2797
29 Oct 1981,122.8131
30 Oct 1981,122.2521
02 Nov 1981,120.9156
03 Nov 1981,120.8231
04 Nov 1981,120.1489
05 Nov 1981,120.0781
06 Nov 1981,120.6004
09 Nov 1981,119.7398
10 Nov 1981,120.6636
11 Nov 1981,120.04
12 Nov 1981,119.6487
13 Nov 1981,119.9333
16 Nov 1981,119.6413
17 Nov 1981,119.9239
18 Nov 1981,119.4007
19 Nov 1981,118.8541
20 Nov 1981,118.9342
23 Nov 1981,118.5166
24 Nov 1981,118.255
25 Nov 1981,117.7682
26 Nov 1981,117.7256
27 Nov 1981,117.3878
30 Nov 1981,116.8586
01 Dec 1981,117.7899
02 Dec 1981,117.5392
03 Dec 1981,118.1182
04 Dec 1981,117.563
07 Dec 1981,117.8948
08 Dec 1981,118.6488
09 Dec 1981,118.7267
10 Dec 1981,119.2346
11 Dec 1981,119.5076
14 Dec 1981,120.8942
15 Dec 1981,119.6044
16 Dec 1981,119.4122
17 Dec 1981,119.5072
18 Dec 1981,120.1364
21 Dec 1981,119.8382
22 Dec 1981,119.5563
23 Dec 1981,119.7028
24 Dec 1981,119.8927
29 Dec 1981,119.9893
30 Dec 1981,119.3984
31 Dec 1981,119.1622
04 Jan 1982,118.5493
05 Jan 1982,119.3848
06 Jan 1982,119.0534
07 Jan 1982,119.838
08 Jan 1982,119.5197
11 Jan 1982,120.5154
12 Jan 1982,120.7758
13 Jan 1982,120.8428
14 Jan 1982,121.7661
15 Jan 1982,121.3164
18 Jan 1982,121.5904
19 Jan 1982,121.0541
20 Jan 1982,121.5376
21 Jan 1982,121.2604
22 Jan 1982,121.8297
25 Jan 1982,123.1356
26 Jan 1982,122.6794
27 Jan 1982,122.3625
28 Jan 1982,122.8786
29 Jan 1982,122.2412
01 Feb 1982,123.6108
02 Feb 1982,123.6811
03 Feb 1982,124.1621
04 Feb 1982,124.1912
05 Feb 1982,124.1646
08 Feb 1982,124.4981
09 Feb 1982,125.3529
10 Feb 1982,125.0911
11 Feb 1982,124.8494
12 Feb 1982,125.6734
15 Feb 1982,126.5495
16 Feb 1982,126.5358
17 Feb 1982,126.0953
18 Feb 1982,125.6764
19 Feb 1982,124.6485
22 Feb 1982,124.3664
23 Feb 1982,125.3039
24 Feb 1982,125.3104
25 Feb 1982,125.7755
26 Feb 1982,126.2771
01 Mar 1982,126.4858
02 Mar 1982,126.3169
03 Mar 1982,125.9776
04 Mar 1982,125.8974
05 Mar 1982,125.0254
08 Mar 1982,124.77
09 Mar 1982,125.9299
10 Mar 1982,125.8467
11 Mar 1982,126.2253
12 Mar 1982,126.6809
15 Mar 1982,126.6946
16 Mar 1982,127.1058
17 Mar 1982,126.7917
18 Mar 1982,127.2319
19 Mar 1982,127.7642
22 Mar 1982,128.0903
23 Mar 1982,127.9938
24 Mar 1982,127.8551
25 Mar 1982,128.3401
26 Mar 1982,129.0385
29 Mar 1982,129.4385
30 Mar 1982,129.1103
31 Mar 1982,129.4264
01 Apr 1982,128.9273
02 Apr 1982,129.0554
05 Apr 1982,129.6276
06 Apr 1982,129.7338
07 Apr 1982,129.3687
08 Apr 1982,130.0825
13 Apr 1982,129.4403
14 Apr 1982,129.4589
15 Apr 1982,129.8016
16 Apr 1982,129.5946
19 Apr 1982,129.0522
20 Apr 1982,128.2439
21 Apr 1982,128.2568
22 Apr 1982,128.4741
23 Apr 1982,127.9278
26 Apr 1982,127.1218
27 Apr 1982,127.2874
28 Apr 1982,126.7015
29 Apr 1982,126.3391
30 Apr 1982,125.938
04 May 1982,126.4573
05 May 1982,125.4215
06 May 1982,124.9506
07 May 1982,124.4611
10 May 1982,124.7196
11 May 1982,124.634
12 May 1982,124.8396
13 May 1982,125.4158
14 May 1982,125.8851
17 May 1982,125.7646
18 May 1982,126.3019
19 May 1982,126.608
20 May 1982,126.6717
21 May 1982,126.1393
24 May 1982,126.2137
25 May 1982,126.7084
26 May 1982,126.7638
27 May 1982,127.5867
28 May 1982,128.0093
01 Jun 1982,128.7153
02 Jun 1982,129.0681
03 Jun 1982,128.3558
04 Jun 1982,128.5595
07 Jun 1982,129.3387
08 Jun 1982,130.0817
09 Jun 1982,130.5736
10 Jun 1982,130.795
11 Jun 1982,130.3026
14 Jun 1982,132.1253
15 Jun 1982,132.3855
16 Jun 1982,133.0955
17 Jun 1982,133.9835
18 Jun 1982,134.1695
21 Jun 1982,135.5856
22 Jun 1982,134.4112
23 Jun 1982,135.0279
24 Jun 1982,133.9216
25 Jun 1982,135.3468
28 Jun 1982,135.6535
29 Jun 1982,135.0579
30 Jun 1982,134.1837
01 Jul 1982,134.4825
02 Jul 1982,134.6577
05 Jul 1982,134.9839
06 Jul 1982,135.3555
07 Jul 1982,136.5165
08 Jul 1982,136.0329
09 Jul 1982,134.8668
12 Jul 1982,133.5584
13 Jul 1982,134.8841
14 Jul 1982,134.9749
15 Jul 1982,134.7828
16 Jul 1982,134.3886
19 Jul 1982,133.4653
20 Jul 1982,133.5558
21 Jul 1982,132.8124
22 Jul 1982,132.6702
23 Jul 1982,131.5086
26 Jul 1982,131.9731
27 Jul 1982,132.6378
28 Jul 1982,132.9258
29 Jul 1982,133.465
30 Jul 1982,133.8285
02 Aug 1982,133.3126
03 Aug 1982,133.2958
04 Aug 1982,134.4843
05 Aug 1982,134.685
06 Aug 1982,135.1412
09 Aug 1982,136.1668
10 Aug 1982,135.4522
11 Aug 1982,136.0778
12 Aug 1982,136.2525
13 Aug 1982,135.9141
16 Aug 1982,136.0667
17 Aug 1982,135.6403
18 Aug 1982,133.8797
19 Aug 1982,134.3054
20 Aug 1982,133.1963
23 Aug 1982,133.212
24 Aug 1982,132.2279
25 Aug 1982,131.2899
26 Aug 1982,131.599
27 Aug 1982,133.4364
31 Aug 1982,134.8436
01 Sep 1982,134.5705
02 Sep 1982,133.7039
03 Sep 1982,133.7352
06 Sep 1982,134.3321
07 Sep 1982,133.8789
08 Sep 1982,134.9493
09 Sep 1982,134.4738
10 Sep 1982,135.3652
13 Sep 1982,136.2466
14 Sep 1982,135.5746
15 Sep 1982,135.217
16 Sep 1982,135.885
17 Sep 1982,135.2356
20 Sep 1982,135.2968
21 Sep 1982,135.6472
22 Sep 1982,135.0558
23 Sep 1982,135.56
24 Sep 1982,136.4416
27 Sep 1982,136.8483
28 Sep 1982,137.3512
29 Sep 1982,136.7964
30 Sep 1982,136.8784
01 Oct 1982,136.8711
04 Oct 1982,138.158
05 Oct 1982,138.4033
06 Oct 1982,138.2175
07 Oct 1982,137.6482
08 Oct 1982,136.4496
11 Oct 1982,135.9899
12 Oct 1982,135.4209
13 Oct 1982,136.3827
14 Oct 1982,136.7869
15 Oct 1982,137.5096
18 Oct 1982,136.9762
19 Oct 1982,137.0205
20 Oct 1982,137.776
21 Oct 1982,138.1189
22 Oct 1982,138.1568
25 Oct 1982,139.2273
26 Oct 1982,138.9133
27 Oct 1982,138.9428
28 Oct 1982,139.5441
29 Oct 1982,139.4815
01 Nov 1982,139.3526
02 Nov 1982,138.9151
03 Nov 1982,139.0631
04 Nov 1982,139.646
05 Nov 1982,139.4964
08 Nov 1982,139.9256
09 Nov 1982,139.1549
10 Nov 1982,138.0025
11 Nov 1982,138.7459
12 Nov 1982,138.7571
15 Nov 1982,138.9696
16 Nov 1982,138.1842
17 Nov 1982,137.967
18 Nov 1982,138.0679
19 Nov 1982,136.5297
22 Nov 1982,136.3871
23 Nov 1982,137.0994
24 Nov 1982,135.6626
25 Nov 1982,135.4653
26 Nov 1982,135.6625
29 Nov 1982,134.9923
30 Nov 1982,135.1439
01 Dec 1982,133.9352
02 Dec 1982,134.0153
03 Dec 1982,133.2553
06 Dec 1982,132.9134
07 Dec 1982,132.536
08 Dec 1982,133.085
09 Dec 1982,133.7426
10 Dec 1982,133.616
13 Dec 1982,134.2699
14 Dec 1982,133.162
15 Dec 1982,133.5835
16 Dec 1982,132.8301
17 Dec 1982,132.6666
20 Dec 1982,132.7818
21 Dec 1982,132.302
22 Dec 1982,131.9582
23 Dec 1982,131.7406
24 Dec 1982,131.5296
29 Dec 1982,130.0779
30 Dec 1982,130.2188
31 Dec 1982,130.5343
04 Jan 1983,128.9072
05 Jan 1983,128.8
